Title,Artist,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Popularity
Burn Down The Mission,3ggTCH9i9dJ0sRdAxFGzcr,0.093,0.431,0.651,0.0346,0.0346,-10.161,0.0374,0.544,122.227,51
Believe,0mh3kdiViRyeH8JzVL61Hw,0.191,0.497,0.523,0.000102,0.000102,-9.306,0.0307,0.194,138.061,43
Sad Songs (Say So Much) - Remastered,08tspmmR7bxRKaAmhPlYKo,0.12,0.755,0.91,0.000282,0.000282,-5.539,0.0261,0.925,107.392,37
Daniel - Remastered,1XuAmhn6N9Wh3cLdymUa2C,0.408,0.685,0.592,0.000138,0.000138,-8.369,0.0271,0.889,132.233,41
Don't Let The Sun Go Down On Me,11FcfHd3SOmmrWJPGe7Y30,0.121,0.424,0.446,1.89e-06,1.89e-06,-8.526,0.0261,0.354,139.701,61
The Bitch Is Back - Remastered,4sb6aP473MyK2QJBPSumqY,0.0502,0.593,0.923,0.00203,0.00203,-5.321,0.0452,0.92,133.122,43
Crocodile Rock,6WCeFNVAXUtNczb7lqLiZU,0.0263,0.621,0.8,1.51e-05,1.51e-05,-7.284,0.0344,0.968,149.91,70
Your Song,38zsOOcu31XbbYj9BIPUF1,0.828,0.554,0.315,5.53e-06,5.53e-06,-11.028,0.0298,0.325,128.157,77
Goodbye Yellow Brick Road - Remastered 2014,4IRHwIZHzlHT1FQpRa5RdE,0.446,0.559,0.473,0.00141,0.00141,-7.712,0.0279,0.397,121.227,70
Sound and Vision - 2017 Remaster,1vP2JEXRsGrFbwOZ0foOQ5,0.0328,0.667,0.804,0.0544,0.0544,-8.583,0.0398,0.759,105.797,62
Little Bit of Emotion,4fvctzE2uDVTXtAQCXKP33,0.0663,0.737,0.227,0.0,0.0,-15.549,0.0306,0.699,91.645,5
When The Whip Comes Down - Remastered,0xCgcDZnAiCD35gZkx1wsP,0.382,0.499,0.986,0.913,0.913,-1.871,0.0503,0.835,130.597,23
On the Border,4VzweaqBuc7LT6yluAt5Ol,0.0813,0.5,0.664,9.6e-06,9.6e-06,-10.935,0.0332,0.62,98.058,43
Billy Is a Runaway,4Vm0QSoEZCeg2Onk6Fxh5v,0.17,0.556,0.878,0.00629,0.00629,-8.111,0.0833,0.904,161.445,16
Personality Crisis,4AwKXevZmsTNa3KZVj3rzl,0.0321,0.429,0.914,9.26e-05,9.26e-05,-9.594,0.0505,0.685,155.588,51
Birdland,2FKYoVIZnbCf3ql8VehId8,0.418,0.592,0.536,0.00187,0.00187,-12.038,0.0359,0.545,156.852,7
School Days,0fuLT4IyhmLbbrKPqJqE80,0.0388,0.477,0.539,0.777,0.777,-12.448,0.05,0.788,142.859,40
Led Boots,1AEG59IdPDr70fFRFXKDpJ,0.0609,0.413,0.987,0.458,0.458,-6.823,0.0786,0.782,114.403,33
Search and Destroy - Iggy Pop Mix,00sydAz6PeOxYzwG1dRIPi,0.00353,0.235,0.977,0.00604,0.00604,0.878,0.107,0.241,152.952,52
Jeepster,5xTm5KCys8FqtunTBuCJwe,0.963,0.63,0.349,0.00198,0.00198,-8.705,0.0438,0.716,102.267,1
Fish Heads,5E16OQaCqgzjtyC7EHNBgy,0.762,0.933,0.37,0.0,0.0,-9.735,0.0901,0.933,101.679,30
Captain Feathersword (He Loves to Dance),2uZi3u1EF7PbMHb0HjvS9F,0.318,0.82,0.619,0.0,0.0,-7.942,0.345,0.651,119.94,15
"Fantaisie-impromptu in C-Sharp Minor, Op. 66",2WND4rEfpeAWE0T9Cqqrgw,0.988,0.231,0.0337,0.938,0.938,-28.199,0.0407,0.074,78.147,33
"Vivaldi: Le quattro stagioni (The Four Seasons), Op. 8: Violin Concerto No. 2 in G Minor, RV 315, ""L'Estate"". III. Tempo impetuoso d'Estate (Presto)",5N82c9RY2k4VeAel1pl5bJ,0.966,0.359,0.448,0.818,0.818,-13.081,0.0344,0.749,135.579,46
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",3DNRdudZ2SstnDCVKFdXxG,0.995,0.184,0.00527,0.887,0.887,-37.264,0.0432,0.151,170.612,67
Requiem: Lacrimosa,69RoAhDqFOiQb2pQvb24Ii,0.932,0.162,0.102,0.9,0.9,-23.315,0.036,0.0445,131.626,0
"Tchaikovsky: Swan Lake (Ballet), Op. 20, Act 2: No. 10, Scène (Moderato)",2jjVsWQEUeZ06qSqF8xiBr,0.91,0.109,0.167,0.92,0.92,-18.669,0.0382,0.0692,86.554,0
"Handel / Orch. Hale: Keyboard Suite in D Minor, HWV 437: III. Sarabande",1upQiytDIEZfl9ItruoXuC,0.927,0.204,0.0331,0.825,0.825,-24.044,0.0487,0.0547,116.2,67
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",17i5jLpzndlQhbS4SrTd0B,0.89,0.275,0.157,0.842,0.842,-18.752,0.0636,0.304,73.289,69
"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",6GzMz3s0K1YKwRVI36CgRx,0.991,0.343,0.0342,0.92,0.92,-25.591,0.0406,0.0378,60.228,62
The Imperial Suite,2NZhNbfb1rD1aRj3hZaoqk,0.817,0.291,0.377,0.944,0.944,-11.089,0.03,0.43,87.489,47
"Peer Gynt, Op. 23: IV. In the Hall of the Mountain King",5zhuWncJsBKrQ1HhmAKNAg,0.926,0.442,0.216,0.944,0.944,-17.569,0.0555,0.574,118.779,57
Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif,6N7JzrteJv8lsr1GWYyu0b,0.993,0.343,0.0252,0.932,0.932,-27.013,0.0488,0.0395,67.207,63
Etude No. 2,5bi8ryL6gy6a1BRXOf43y9,0.992,0.235,0.166,0.87,0.87,-19.632,0.0347,0.0356,101.182,54
Journey Into the Star Cluster,4MwMx32Zd9OLxQbe37OobY,0.54,0.366,0.152,0.644,0.644,-12.694,0.0343,0.38,95.083,31
Porch,4tU1GfEahdy2NKGviJJuM4,0.912,0.127,0.0355,0.594,0.594,-28.803,0.0447,0.0834,65.659,44
Even for You,55nTWxTugqCJR1MrtEmkNF,0.734,0.17,0.181,0.904,0.904,-15.291,0.0443,0.036,123.616,45
Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,7n92QzQomRCLlciO14X0kd,0.99,0.387,0.0451,0.913,0.913,-24.698,0.0364,0.071,61.494,66
Première Gymnopédie,4jep6dMPP0z7HrN375InoL,0.995,0.594,0.00544,0.952,0.952,-35.422,0.07,0.314,76.497,61
"Le Nozze di Figaro, K. 492: Sinfonia",4rjnWmrSRqXVkFWdKMG3pV,0.839,0.386,0.0738,0.947,0.947,-19.369,0.0433,0.172,142.499,58
"Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro",6JV3m7TDJ9gsJNHp0e4MWM,0.883,0.575,0.174,0.898,0.898,-14.423,0.0424,0.381,113.134,58
Spirited Away - One Summer's Day,5LQqc2rfmxKJY1kuCDM2ml,0.951,0.318,0.102,0.938,0.938,-21.32,0.0379,0.0765,144.759,0
"The Four Seasons: Winter, I. Allegro non molto",6fIgvRwNtUwvlR1oRXL4De,0.849,0.495,0.2,0.726,0.726,-17.577,0.0559,0.187,76.571,0
Rondo Alla Turca,3qQuI8y02GiOPKWsqv3vFa,0.99,0.576,0.207,0.935,0.935,-16.9,0.0475,0.66,133.759,45
"Chopin: Piano Sonata No. 2 in B-Flat Minor, Op. 35 ""Funeral March"": III. Marche funèbre. Lento",6JoT2QRzUZ8IpkamI6WkeN,0.993,0.311,0.00326,0.949,0.949,-24.979,0.0614,0.0656,66.356,46
"Rachmaninov: Prelude No. 1 in C-Sharp Minor, Op. 3 No. 2, ""The Bells of Moscow""",73FHnUWDmI526kxaHweWal,0.988,0.342,0.0304,0.898,0.898,-20.867,0.0487,0.212,85.482,36
"Rigoletto / Act 3: ""La donna è mobile""",0et5aqL288PmhZOfXoxDhq,0.963,0.419,0.188,9.53e-06,9.53e-06,-13.722,0.0401,0.368,112.679,31
O Fortuna from Carmina Burana - Vocal,0DHIkKybRhYScZkGQU8XTL,0.723,0.315,0.264,0.752,0.752,-17.612,0.034,0.585,138.815,44
"Habanera (From “Carmen”, WD. 31)",73SspxaPunDh3aCojPH0gJ,0.982,0.47,0.0562,0.0,0.0,-20.772,0.0521,0.476,132.334,44
"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto",6lnttZF0hDaVyVZBEgpJ3I,0.964,0.364,0.189,0.82,0.82,-22.125,0.0425,0.283,111.408,49
"Debussy: 2 Arabesques, CD 74, L. 66: No. 1, Andantino con moto",4mpnYfa4aW0rAo4qFPddgo,0.991,0.276,0.0821,0.924,0.924,-23.464,0.0373,0.158,131.598,33
"Rabbia e Tarantella (From ""Inglourious Basterds"")",1UoUZjnpCZsWbxTcrI3lpg,0.746,0.618,0.308,0.0391,0.0391,-14.819,0.0644,0.755,115.329,41
1812 Overture,6oWacAPUt8LMXqRkEk2MNg,0.858,0.233,0.0996,0.851,0.851,-21.564,0.04,0.0401,128.3,48
Eine Kleine Nachtmusik (Allegro),19otGlC8zOrjwG5xDT5v4N,0.891,0.46,0.163,0.525,0.525,-15.653,0.0497,0.438,137.282,0
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",6cUCckpdlqHJ5Ascf2uH2A,0.957,0.248,0.298,0.9,0.9,-15.661,0.0395,0.157,97.853,63
"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor (Tema con variazioni. Quasi presto)",6cC6h5E351deEGFd7Kh9uy,0.978,0.465,0.128,0.271,0.271,-17.628,0.0519,0.428,111.471,57
"The Well-Tempered Clavier: Book 1, BWV 846-869: Prelude and Fugue in C Major, BWV 846",2XxC430QMotGdympDP1aBo,0.991,0.335,0.101,0.847,0.847,-25.757,0.0447,0.154,121.231,46
"Toccata and Fugue in D Minor, BWV 565: 2. Fugue",4noe32LLODXkYV5FqkTIKT,0.77,0.183,0.21,0.0341,0.0341,-16.921,0.0406,0.148,90.503,29
"Toccata and Fugue in D Minor, BWV 565: 1. Toccata",4HE2Ex0bjbj3YNXmV01OoM,0.705,0.303,0.158,0.259,0.259,-15.529,0.0417,0.108,83.546,46
"Piano Sonata No. 16 in C major, I. Allegro, KV 545",6VXnuSIhdSKm2jYtpLXZI5,0.981,0.161,0.21,0.911,0.911,-18.399,0.0367,0.584,81.754,16
"Introduction & Variations in A Major on Di tanti palpiti from Rossini's Tancredi, Op. 13, MS 77 ""I palpiti"" (Version for Violin & Piano)",1wAgzvkxLAWd6FXMf9bead,0.967,0.462,0.112,0.308,0.308,-19.803,0.0535,0.449,120.426,6
"Waltz in C-sharp minor, Op. 64 No. 2",1lOVilzLQuYY2fnFrQ76DK,0.991,0.191,0.0157,0.916,0.916,-36.252,0.0411,0.0869,72.701,61
"Die Walkure, Act III: Ride of the Valkyries",2e8MxBgVWMSQmxb2zcuCoq,0.929,0.251,0.219,0.933,0.933,-16.781,0.0323,0.0965,89.997,56
Main Title (The Godfather Waltz),1swKKFR5trqbz9yxxL3WVO,0.974,0.213,0.107,0.879,0.879,-19.115,0.0392,0.113,62.069,0
"Love Theme From ""The Godfather""",7Es2gcDpA0ma6zEqgP6Wuc,0.927,0.198,0.221,0.92,0.92,-12.706,0.0355,0.0851,68.932,0
The Thieving Magpie,2jQcFQbZ2frHA7QkFDFQw1,0.64,0.45,0.454,0.816,0.816,-11.46,0.0585,0.379,154.142,37
"Hungarian Dance No. 5 in G Minor, WoO 1 No. 5 (Orch. Schmeling)",2oLjhx7w8Hyd3gry9cCXr7,0.899,0.358,0.167,0.96,0.96,-16.0,0.0354,0.601,144.561,61
"The Four Seasons - Concerto No. 3 in F Major, RV 293 ""Autumn"": I. Allegro",2hm0oBc6HzHwfJpeGyyDLW,0.92,0.335,0.0648,0.554,0.554,-19.754,0.046,0.189,79.728,39
Jazz Suite No. 2: VI. Waltz 2,0pjCsB0XNSyqM9UazlTODC,0.984,0.322,0.184,0.902,0.902,-18.312,0.0338,0.356,107.847,58
"Hungarian Rhapsody No. 2 in C-Sharp Minor, S. 244",7AJIHT8hK423KPQZtvwEkM,0.981,0.348,0.222,0.867,0.867,-19.777,0.0438,0.184,94.069,0
The Entertainer,6DWIm1TfM9WiCNQeLbbAsd,0.992,0.466,0.15,0.877,0.877,-24.581,0.062,0.796,159.517,50
"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 14b Dance of the Sugar-Plum Fairy",1oDAFTOXZGSQedBa6hXGhT,0.913,0.342,0.0205,0.784,0.784,-31.8,0.0349,0.0462,110.524,51
"Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act 1: No. 2 March",06am46cX3Z6YlSsg0TyVHA,0.977,0.442,0.116,0.868,0.868,-23.172,0.0412,0.511,151.064,55
"Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act II, No. 12 - Divertissement: Dance of the Reed Pipes",2FSMEjWvRqmrdZbsqiW8ds,0.969,0.462,0.051,0.945,0.945,-30.068,0.0418,0.285,132.034,48
"Minuet in G Major, BWV 114 Anh. 117",69Tool6cLS2MsxA0pq0S1U,0.995,0.576,0.0858,0.95,0.95,-23.26,0.0462,0.714,107.675,29
Mariage D'Amour,3XpelMYD3uO5DsKwGTPPQF,0.984,0.252,0.199,0.846,0.846,-19.536,0.0431,0.243,159.572,49
"La Mer, L.109: 1. From Dawn Till Noon On The Sea (De l'aube à midi sur la mer)",05Bc4UTLJ8tyT5elxFnBdu,0.919,0.154,0.0777,0.875,0.875,-23.496,0.0382,0.0364,106.018,19
Minute Waltz (Op. 64 No. 1),4bF4uR83y6q16kpySR5TOe,0.981,0.336,0.138,0.944,0.944,-24.256,0.0342,0.491,140.115,34
"La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141 / 3)",2Hnurh1BcigGbCGFOb4Uid,0.931,0.28,0.287,0.888,0.888,-22.167,0.0367,0.509,87.953,54
"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": III. Rondó allegro",4ZVSt2jybkBfSBLDHzw484,0.962,0.258,0.244,0.865,0.865,-14.704,0.0434,0.271,91.088,0
"Bach, J.S.: Concerto for 2 Violins in D Minor, BWV 1043: I. Vivace",5iqmsOWccrMzN6p6Q0xY28,0.933,0.414,0.333,0.0996,0.0996,-15.548,0.0706,0.812,179.389,27
"Wieniawski: 8 Etudes-Caprices, Op. 18: No. 4 in A Minor",3VIvQV05eIUaLgYrv1BEac,0.963,0.645,0.344,0.105,0.105,-17.679,0.0539,0.91,105.781,33
"Brahms: Violin Concerto in D Major, Op. 77: III. Allegro giocoso, ma non troppo vivace",55NalIUC671ie5eaNJAHjt,0.84,0.438,0.345,0.412,0.412,-12.47,0.0426,0.4,86.9,30
"Paganini: 24 Caprices, Op. 1: No. 13 in B-Flat Major",6ccTdWWb6FNaF7Y7EgfPSr,0.989,0.453,0.15,0.451,0.451,-18.062,0.0495,0.586,138.596,17
Blue Danube Waltz,0PdPirK6TlgnZ8jhmMlCCc,0.942,0.293,0.0449,0.671,0.671,-20.916,0.0327,0.186,94.116,33
"Concertone in C Major, K. 190: I. Allegro spiritoso",1JMxAWXMPlE4MEXwmY1Hm5,0.976,0.328,0.0706,0.891,0.891,-21.205,0.0448,0.29,125.331,9
"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 12 Divertissement - Tea - Chinese Dance",7o5DCsdl4eIqusst2pVoKX,0.941,0.451,0.127,0.406,0.406,-26.564,0.0338,0.832,111.353,47
"Sonata for Two Violins in A Minor: I. Poco lento, maestoso - Allegro fermo - Allegro giusto",0BtFgjFrc5Uw8n1BeM1THd,0.99,0.218,0.0964,0.0169,0.0169,-18.579,0.0524,0.132,74.91,22
"Zigeunerweisen, Op. 20: II. Lento",5aq7wRwq9IDDqAa56x7Yws,0.813,0.333,0.0946,0.324,0.324,-22.633,0.0417,0.0471,100.436,38
"Dvorák: Symphony No. 8 in G Major, Op. 88, B. 163: III. Allegretto grazioso",73MO8IyzrcD7wckKoTi2Fv,0.89,0.181,0.069,0.897,0.897,-24.892,0.0426,0.249,154.144,21
"Tambourin chinois, Op. 3 (Arr. McAlister for Violin and Orchestra)",4WzhfxHww1McJhUWFs5aJY,0.899,0.396,0.145,0.333,0.333,-24.816,0.0487,0.154,156.75,24
"Violin Concerto in E Minor, Op. 64, MWV O 14: 3. Allegro non troppo - Allegro molto vivace",24n14sChX55X9Q7UoYsxkc,0.917,0.456,0.217,0.384,0.384,-19.269,0.0433,0.412,86.951,25
"Der Erlkönig - Grand Caprice, Op. 26",2mduz7JfvWb8Fe7NbPhEVU,0.992,0.424,0.202,0.869,0.869,-18.787,0.0599,0.436,58.974,30
"Sibelius: Violin Concerto in D Minor, Op. 47: III. Allegro, ma non tanto",53hnN0g56gii4FQWNNHFev,0.836,0.423,0.266,0.191,0.191,-16.729,0.0409,0.267,107.522,30
Nel cor più non mi sento: Introduction and Variations,4y4Ef1wxrSnFfNqZzIVkVY,0.985,0.414,0.0465,0.162,0.162,-20.874,0.0686,0.275,90.709,19
"Violin Sonata in G Minor, ""Devil's Trill"": III. Allegro assai",4i3AfdygCIDJ5A1nb9mEPj,0.967,0.283,0.1,0.0294,0.0294,-17.983,0.0451,0.0961,75.409,38
"Violin Concerto in E Minor, Op. 64, MWV O 14: 1. Allegro molto appassionato",4Ivo07fh9EyPtPinrxXlC4,0.919,0.287,0.145,0.144,0.144,-19.665,0.0406,0.167,101.679,49
"String Quartet No. 8 in C Minor, Op. 110: 2. Allegro molto",1zwNC4HIvgQQ6nga0ygjIg,0.966,0.421,0.46,0.894,0.894,-13.568,0.0375,0.435,125.925,28
"Danse macabre in G Minor, Op. 40",1IM8x4lxZVOOP9gpQD6c5s,0.906,0.442,0.181,0.656,0.656,-20.419,0.0443,0.172,115.884,56
"Sibelius: Violin Concerto in D Minor, Op. 47: I. Allegro moderato",1amhCqDxkHGhQMv1Ss9OJs,0.889,0.251,0.183,0.0468,0.0468,-19.801,0.0441,0.087,108.725,36
"Sinding: Suite for Violin and Orchestra in A Minor, Op. 10: I. Presto",2ZjnMG8bkUB1pcLYocBebt,0.877,0.412,0.392,0.263,0.263,-16.35,0.0394,0.32,97.839,20
"Paganini: Violin Concerto No. 1 in D Major, Op. 6: III. Rondo (Allegro spiritoso)",0S4OFl4vLHobIe45Ep5Gwb,0.916,0.529,0.179,0.0352,0.0352,-18.996,0.0467,0.441,100.469,19
"Scherzo-tarantelle in G Minor, Op.16 - 1987 Remastered Version",0yQMA3UgzGgmL7Py3lPFCx,0.892,0.422,0.253,0.134,0.134,-16.373,0.0438,0.455,114.297,29
"La Campanella, Op.7",0nUunuoVRMfjnRl2Emue48,0.904,0.575,0.116,0.176,0.176,-22.191,0.0667,0.419,110.209,33
"Introduction and Rondo capriccioso in A minor, Op. 28",3leTyhTguxLryLUoRaxQ19,0.971,0.387,0.107,0.415,0.415,-20.816,0.045,0.253,92.584,46
"12 Etudes, Op.25: No.11 In A Minor ""Winter Wind""",1rjWDDpKgwwjJNkIMyfPDS,0.987,0.298,0.341,0.869,0.869,-15.684,0.0396,0.0717,120.205,0
"The Carnival of the Animals, R. 125: VII. Aquarium",04bDa98tw0o5Hq8um3mvEL,0.991,0.277,0.0397,0.837,0.837,-30.77,0.0459,0.142,66.684,16
"Sibelius: Violin Concerto in D Minor, Op. 47: II. Adadio di molto",2tpLMd34resUBWWarNI4DQ,0.949,0.0957,0.131,0.0839,0.0839,-20.571,0.0438,0.0358,84.305,27
"String Quartet No. 8 in C Minor, Op. 110: 3. Allegretto",3kmFdcOaD1C2uUTElIZDc9,0.974,0.507,0.0804,0.894,0.894,-22.215,0.0409,0.328,114.016,19
"Children's Corner, L. 113: 4. The Snow Is Dancing",5JrAbSKMRa0EM2Nzm1ofrm,0.995,0.267,0.0258,0.911,0.911,-31.863,0.0426,0.0424,137.162,0
Knives Out! (String Quartet in G Minor),6MVKZqfRYWkeFNRiIRjJub,0.742,0.57,0.279,0.521,0.521,-11.271,0.0442,0.481,115.47,41
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": 4. Presto - Allegro ma non troppo",0DxeSpy96b0YTQdyjQoftu,0.965,0.222,0.278,0.514,0.514,-12.172,0.0421,0.108,77.666,33
"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",2K4li6gzDcFNkCtNfjMSsi,0.975,0.348,0.184,0.87,0.87,-15.044,0.0337,0.218,99.066,31
"Paganini: 24 Caprices, Op. 1: No. 16 in G Minor",52biJNbmbzCVyN8o0lbImY,0.986,0.453,0.315,0.0147,0.0147,-16.518,0.0451,0.957,137.24,17
Never Gonna Give You Up,7GhIk7Il098yCjg4BQjzvb,0.135,0.727,0.9390000000000001,4.35e-05,0.151,-11.855,0.0369,0.9159999999999999,113.33,68
I Ran,10zlwR7kvVbD9OBkeZWr3L,0.000418,0.537,0.815,0.807,0.807,-6.208,0.0348,0.691,145.424,52
Rock Me Amadeus,1Hs3XZxhdpHrOyiZBB4kEK,0.409,0.62,0.778,0.00258,0.00258,-11.061,0.121,0.912,176.667,0
Video Killed The Radio Star,6t1FIJlZWTQfIZhsGjaulM,0.0852,0.675,0.61,0.0188,0.0188,-13.811,0.085,0.344,131.037,63
Tainted Love,44hOGg1uFg1XJZGZYNwYmM,0.438,0.569,0.402,0.0,0.0,-10.151,0.0433,0.696,144.635,0
Burning Down the House,2VNfJpwdEQBLyXajaa6LWT,0.00644,0.779,0.87,0.0107,0.0107,-13.141,0.0574,0.555,102.689,65
"Guardians Inferno - From ""Guardians of the Galaxy Vol. 2""",6vFN0uVMQxHofQFnNhGBq8,0.00106,0.63,0.702,0.136,0.136,-6.298,0.0282,0.374,129.954,55
Planet Claire,5aC0QmgjYGG8QYgAg06nTk,0.0529,0.715,0.549,0.554,0.554,-9.468,0.0488,0.734,141.795,45
Dance This Mess Around,207qLd1ovrqfYVBBDrNMUM,0.0168,0.608,0.712,0.000369,0.000369,-7.957,0.0821,0.542,161.072,47
Blue (Da Ba Dee) - DJ Ponte Ice Pop Radio,08VeSelC8QYD1MIsK9gAmY,0.259,0.822,0.969,0.000162,0.000162,-11.471,0.0582,0.765,128.007,0
Billie Jean,5ChkMS8OtdzJeqyybCc9R5,0.0236,0.92,0.654,0.0158,0.0359,-3.051,0.0401,0.847,117.046,82
Jump,6Fba9RZtC6vTY814JToDtP,0.0745,0.547,0.822,0.00943,0.00943,-7.201,0.0292,0.774,130.138,62
Thriller,7azo4rpSUh8nXgtonC6Pkq,0.0816,0.764,0.887,0.00011,0.847,-3.7260000000000004,0.0744,0.72,118.427,72
The Rubberband Man,4Q5HmyNvQHlfylzGY7V3Wr,0.466,0.81,0.536,0.00074,0.00074,-11.573,0.0583,0.957,97.311,56
All Star,3cfOd4CMv2snFaKAnMdnvK,0.0395,0.731,0.867,0.0,0.0861,-5.881,0.032,0.7759999999999999,104.01899999999999,78
Private Life,0FPrWmFIS7jMxoiYkVk5nV,0.0161,0.489,0.792,1.78e-05,1.78e-05,-11.421,0.0515,0.945,147.708,41
Kiss,62LJFaYihsdVrrkgUOJC05,0.0135,0.898,0.271,0.00138,0.00138,-12.238,0.091,0.742,111.485,72
Walkin' On The Sun,0EQknhinIfbJ12hwMGjOY5,0.43,0.735,0.974,0.0,0.0,-4.636,0.0318,0.967,123.29,0
"The Saga Begins (Lyrical Adaption of ""American Pie"")",74sUbOF9Zm8LdGUJjxleTl,0.332,0.487,0.429,0.0,0.0,-8.716,0.0391,0.508,143.582,51
Hold Me Now,1B1Y52ftMyCmgjPsEMQDqq,0.658,0.787,0.517,1.07e-05,1.07e-05,-12.794,0.0332,0.885,108.186,56
Too Shy,6WEBIVqiEsevfgJefTyuQQ,0.127,0.702,0.871,4.18e-05,4.18e-05,-6.728,0.0926,0.664,107.982,59
Why Can't We Be Friends?,413T0g8pNNXYX6t5RqHvx7,0.19,0.776,0.714,0.0,0.0,-9.044,0.0388,0.962,92.448,56
Shining Star,0RgcOUQg4qYAEt9RIdf3oB,0.668,0.676,0.692,0.00915,0.00915,-13.093,0.052,0.799,102.516,62
Do the Hustle,4detyTudx5pf7cMDlBVvh5,0.0281,0.711,0.759,0.648,0.648,-6.919,0.029,0.95,109.996,39
Hollaback Girl,6RcQOut9fWL6FSqeIr5M1r,0.344,0.918,0.918,5.35e-06,5.35e-06,-2.218,0.0954,0.882,110.024,4
Margaritaville,4EEjMyQub6tgFVshlM9j1M,0.711,0.8,0.545,0.0019100000000000002,0.10400000000000001,-13.637,0.0357,0.861,124.943,67
Lovesong - 2010 Remaster,0X5C4WjQNubRysTkHOubz3,0.339,0.611,0.813,0.898,0.898,-7.689,0.0279,0.821,140.112,60
American Boy,22UDw8rSfLbUsaAGTXQ4Z8,0.171,0.727,0.7290000000000001,0.0,0.07,-2.99,0.326,0.512,117.932,78
Mental Hopscotch,6oGmvO8bgRMLjD7y3F2IUY,0.0014,0.504,0.824,0.759,0.759,-11.543,0.0449,0.847,167.554,36
Oliver's Army,1GIV1YzfuFzYAoUjwx3r7W,0.137,0.523,0.735,0.0,0.0,-9.199,0.0292,0.903,143.182,59
Wake Me Up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,0.271,0.62,0.573,0.0,0.0,-11.893,0.0423,0.897,81.548,79
It's Gonna Be Me,2AW37v0bDyuOzGP3XnmFuA,0.0407,0.636,0.873,1.27e-06,0.0372,-4.672,0.071,0.9079999999999999,165.071,66
Jump in the Line,1zW2csx1vVJrKfvDrFQNVt,0.768,0.594,0.889,0.0,0.0,-7.775,0.246,0.8,116.187,63
Weird Science,03AhYPRQeOqG2j54Tdg94E,0.0254,0.657,0.826,0.00974,0.00974,-12.339,0.0358,0.685,128.144,57
Get Down On It,4yKZACkuudvfd600H2dQie,0.205,0.879,0.626,6.07e-05,0.055999999999999994,-6.343999999999999,0.0604,0.968,110.86399999999999,72
I Am The Greatest,1BTj47Up5m8601KOFrTvkj,0.042,0.801,0.815,4.42e-06,4.42e-06,-4.81,0.148,0.37,90.017,56
Wrist,7qT7NUDywO7vNJNTNxqWiN,0.00865,0.854,0.685,4.72e-06,4.72e-06,-5.319,0.242,0.526,139.988,55
Flexicution,2c8sgbZoEanC3QyFNZxUcA,0.0619,0.782,0.713,0.00125,0.00125,-6.576,0.0899,0.68,159.839,63
The Jam,4dVJyyeCPEONr44NIrXvie,0.0145,0.814,0.589,0.0,0.0,-7.762,0.324,0.375,149.08,51
Shimmy Shimmy Ya,3ABG1UQTk0eLYUAeWkmfMi,0.097,0.814,0.481,3.83e-05,3.83e-05,-5.183,0.245,0.193,96.252,66
Energy,79XrkTOfV1AqySNjVlygpW,0.38,0.747,0.571,0.0,0.0,-7.916,0.478,0.553,172.104,71
Chaos,2MIIcUZiXtFnFtYe1SQh38,0.0636,0.819,0.66,5.59e-05,5.59e-05,-7.271,0.259,0.275,149.994,20
ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,0.204,0.748,0.705,0.0,0.0,-4.547,0.485,0.483,189.891,70
HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,0.000282,0.908,0.621,5.39e-05,5.39e-05,-6.638,0.102,0.421,150.011,82
Immigrant Song - 1990 Remaster,6kjlvJLh2DBsSQtqVzFh8I,0.00031,0.574,0.926,0.478,0.478,-10.79,0.0562,0.609,113.097,57
Dazed and Confused - 1990 Remaster,6hu1f1cXSw7OAqhpSQ2zDy,0.044,0.271,0.553,0.0096,0.0096,-9.526,0.0472,0.433,86.762,62
Iron Man - 2012 - Remaster,3IOQZRcEkplCXg6LofKqE9,0.00351,0.336,0.792,0.00175,0.00175,-10.875,0.084,0.427,155.587,65
Give It Away,1p9MMNzukuxDBtyrtBAwwI,0.00244,0.666,0.936,0.086,0.086,-9.919,0.0476,0.776,91.577,42
